Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,Expected_Mortality_Rate
Quindio,Colombia,2021-04-01 04:27:05,4.461,-75.6674,34536,1021,33016.0,499.0,"Quindio, Colombia",6396.692745376956,2.9563354181144312,0.029563354181144315
Risaralda,Colombia,2021-04-01 04:27:05,5.3158,-75.9928,48878,1213,46718.0,947.0,"Risaralda, Colombia",5181.041783928574,2.481689103482139,0.024816891034821393
San Andres y Providencia,Colombia,2021-04-01 04:27:05,12.5567,-81.7185,2758,45,2700.0,13.0,"San Andres y Providencia, Colombia",4500.65274151436,1.6316171138506164,0.016316171138506162
Santander,Colombia,2021-04-01 04:27:05,6.6437,-73.6536,94452,3490,89317.0,1645.0,"Santander, Colombia",4323.068494354498,3.6949985177656375,0.03694998517765637
Sucre,Colombia,2021-04-01 04:27:05,8.814,-74.7233,22914,849,21508.0,557.0,"Sucre, Colombia",2532.317046889971,3.705158418434145,0.03705158418434145
Tolima,Colombia,2021-04-01 04:27:05,4.0925,-75.1545,66546,2150,63596.0,800.0,"Tolima, Colombia",5002.755251705212,3.2308478345805907,0.032308478345805906
Unknown,Colombia,2021-04-01 04:27:05,,,0,0,0.0,0.0,"Unknown, Colombia",,,
Valle del Cauca,Colombia,2021-04-01 04:27:05,3.8009,-76.6413,208396,6565,197183.0,4648.0,"Valle del Cauca, Colombia",4655.972024309824,3.150252404076854,0.03150252404076854
Vaupes,Colombia,2021-04-01 04:27:05,0.8554,-70.812,1161,13,1141.0,7.0,"Vaupes, Colombia",2845.797485109199,1.119724375538329,0.01119724375538329
Vichada,Colombia,2021-04-01 04:27:05,4.4234,-69.2878,1440,23,1397.0,20.0,"Vichada, Colombia",1335.7079252003562,1.5972222222222223,0.01597222222222222
,Comoros,2021-04-01 04:27:05,-11.6455,43.3333,3696,146,3525.0,25.0,Comoros,425.02544287858143,3.95021645021645,0.039502164502164504
,Costa Rica,2021-04-01 04:27:05,9.7489,-83.7534,216764,2957,192699.0,21108.0,Costa Rica,4255.185494474604,1.364156409735934,0.01364156409735934
,Ivory Coast,2021-04-01 04:27:05,7.54,-5.5471,43889,244,40254.0,3391.0,"nan, Ivory Coast",166.38313157323594,0.5559479596254187,0.005559479596254187
,Croatia,2021-04-01 04:27:05,45.1,15.2,271632,5947,254379.0,11306.0,Croatia,6616.669118800526,2.189359132944572,0.02189359132944572
,Cuba,2021-04-01 04:27:05,21.521757,-77.78116700000002,75263,424,70614.0,4225.0,Cuba,664.4791348095495,0.5633578252262068,0.005633578252262067
,Cyprus,2021-04-01 04:27:05,35.1264,33.4299,46105,257,2057.0,43791.0,Cyprus,3818.6590423245407,0.5574232729638868,0.005574232729638868
,Czechia,2021-04-01 04:27:05,49.8175,15.473,1532332,26421,1366461.0,139450.0,Czechia,14308.848404077997,1.7242346958753063,0.017242346958753065
Faroe Islands,Denmark,2021-04-01 04:27:05,61.8926,-6.9118,661,1,660.0,0.0,"Faroe Islands, Denmark",1352.7064360994575,0.151285930408472,0.0015128593040847202
Greenland,Denmark,2021-04-01 04:27:05,71.7069,-42.6043,31,0,31.0,0.0,"Greenland, Denmark",54.604382442048895,0.0,0.0
,Denmark,2021-04-01 04:27:05,56.2639,9.5018,230603,2419,218985.0,9199.0,Denmark,3950.566820158867,1.04898895504395,0.0104898895504395
,Unknown,2021-04-01 04:27:05,,,712,13,699.0,0.0,"nan, Unknown",,1.8258426966292127,0.018258426966292134
,Djibouti,2021-04-01 04:27:05,11.8251,42.5903,8002,70,6460.0,1472.0,Djibouti,809.9173888311967,0.8747813046738315,0.008747813046738315
,Dominica,2021-04-01 04:27:05,15.415,-61.371,161,0,153.0,8.0,Dominica,223.6390659943604,0.0,0.0
,Dominican Republic,2021-04-01 04:27:05,18.7357,-70.1627,252727,3325,212156.0,37246.0,Dominican Republic,2329.7311628126504,1.3156489017793904,0.013156489017793904
,Ecuador,2021-04-01 04:27:05,-1.8312,-78.1834,328755,16847,281684.0,30224.0,Ecuador,1863.367239016361,5.124484798710286,0.05124484798710286
,Egypt,2021-04-01 04:27:05,26.820553000000004,30.802498,202131,11995,154694.0,35442.0,Egypt,197.52008520536344,5.934270349426857,0.05934270349426857
,El Salvador,2021-04-01 04:27:05,13.7942,-88.8965,64726,2006,61640.0,1080.0,El Salvador,997.9030868762778,3.0992182430553408,0.03099218243055341
,Equatorial Guinea,2021-04-01 04:27:05,1.6508,10.2679,6914,102,6495.0,317.0,Equatorial Guinea,492.8064091918303,1.4752675730402085,0.014752675730402082
,Eritrea,2021-04-01 04:27:05,15.1794,39.7823,3285,10,3029.0,246.0,Eritrea,92.62843983536104,0.30441400304414,0.0030441400304414
,Estonia,2021-04-01 04:27:05,58.5953,25.0136,106424,902,81859.0,23663.0,Estonia,8022.68157965955,0.8475531834924454,0.008475531834924454
,Eswatini,2021-04-01 04:27:05,-26.5225,31.4659,17337,667,16528.0,142.0,Eswatini,1494.357694257019,3.8472630789640654,0.03847263078964065
,Ethiopia,2021-04-01 04:27:05,9.145,40.4897,206589,2865,158109.0,45615.0,Ethiopia,179.69951406264016,1.3868114952877453,0.013868114952877453
,Fiji,2021-04-01 04:27:05,-17.7134,178.065,67,2,64.0,1.0,Fiji,7.473974949913212,2.985074626865672,0.029850746268656716
,Finland,2021-04-01 04:27:05,61.92411,25.748151,77452,844,46000.0,30608.0,Finland,1397.869373608258,1.0897071734751846,0.010897071734751846
French Guiana,France,2021-04-01 04:27:05,4.0,-53.0,16922,89,9995.0,6838.0,"French Guiana, France",5665.557348618263,0.5259425599810897,0.005259425599810897
French Polynesia,France,2021-04-01 04:27:05,-17.6797,-149.4068,18627,141,4842.0,13644.0,"French Polynesia, France",6631.091048899268,0.7569656949589306,0.007569656949589306
Guadeloupe,France,2021-04-01 04:27:05,16.265,-61.551,11512,173,2242.0,9097.0,"Guadeloupe, France",2877.086525028304,1.5027797081306462,0.015027797081306462
Martinique,France,2021-04-01 04:27:05,14.6415,-61.0242,7679,50,98.0,7531.0,"Martinique, France",2046.287290314844,0.6511264487563485,0.0065112644875634845
Mayotte,France,2021-04-01 04:27:05,-12.8275,45.166244,19408,161,2964.0,16283.0,"Mayotte, France",7114.030489749389,0.8295548227535037,0.008295548227535037
New Caledonia,France,2021-04-01 04:27:05,-20.904305,165.618042,121,0,58.0,63.0,"New Caledonia, France",42.38312241016354,0.0,0.0
Reunion,France,2021-04-01 04:27:05,-21.1151,55.5364,16586,115,14828.0,1643.0,"Reunion, France",1852.546833045164,0.6933558422766188,0.006933558422766189
Saint Barthelemy,France,2021-04-01 04:27:05,17.9,-62.8333,857,1,462.0,394.0,"Saint Barthelemy, France",8669.701568032373,0.116686114352392,0.0011668611435239206
Saint Pierre and Miquelon,France,2021-04-01 04:27:05,46.8852,-56.3159,24,0,24.0,0.0,"Saint Pierre and Miquelon, France",414.1501294219154,0.0,0.0
St Martin,France,2021-04-01 04:27:05,18.0708,-63.0501,1657,12,1399.0,246.0,"St Martin, France",4286.194676530691,0.724200362100181,0.00724200362100181
Wallis and Futuna,France,2021-04-01 04:27:05,-14.2938,-178.1165,401,4,44.0,353.0,"Wallis and Futuna, France",2622.800706390215,0.9975062344139652,0.00997506234413965
,France,2021-04-01 04:27:05,46.2276,2.2137,4611392,95052,264511.0,4251829.0,France,7067.284437757191,2.0612431127087008,0.020612431127087005
,Gabon,2021-04-01 04:27:05,-0.8037,11.6094,19550,118,16609.0,2823.0,Gabon,878.3642924921644,0.6035805626598465,0.006035805626598466
,Gambia,2021-04-01 04:27:05,13.4432,-15.3101,5459,165,5070.0,224.0,Gambia,225.88990443023937,3.022531599193992,0.030225315991939915
,Georgia,2021-04-01 04:27:05,42.3154,43.3569,281761,3778,273167.0,4816.0,Georgia,7063.139621600958,1.3408527085011763,0.013408527085011765
Baden-Wurttemberg,Germany,2021-04-01 04:27:05,48.6616,9.3501,365009,8704,329300.0,27005.0,"Baden-Wurttemberg, Germany",3287.4681292326795,2.38459873592158,0.0238459873592158
Bayern,Germany,2021-04-01 04:27:05,48.7904,11.4979,500549,13264,451300.0,35985.0,"Bayern, Germany",3809.300068347602,2.6498904203184903,0.026498904203184903
Berlin,Germany,2021-04-01 04:27:05,52.52,13.405,146268,3055,134400.0,8813.0,"Berlin, Germany",3991.934691524876,2.088631826510241,0.020886318265102413
Brandenburg,Germany,2021-04-01 04:27:05,52.4125,12.5316,88464,3306,78140.0,7018.0,"Brandenburg, Germany",3495.121235239944,3.737113402061856,0.037371134020618556
Bremen,Germany,2021-04-01 04:27:05,53.0793,8.8017,20979,407,19040.0,1532.0,"Bremen, Germany",3084.5573640333464,1.9400352733686064,0.019400352733686066
Hamburg,Germany,2021-04-01 04:27:05,53.5511,9.9937,61268,1382,53370.0,6516.0,"Hamburg, Germany",3307.353717561018,2.255663641705295,0.02255663641705295
Hessen,Germany,2021-04-01 04:27:05,50.6521,9.1624,219484,6338,194800.0,18346.0,"Hessen, Germany",3487.662942937675,2.887682017823623,0.028876820178236225
Mecklenburg-Vorpommern,Germany,2021-04-01 04:27:05,53.6127,12.4296,30658,867,26910.0,2881.0,"Mecklenburg-Vorpommern, Germany",1903.3085957434128,2.827973122839063,0.02827973122839063
Niedersachsen,Germany,2021-04-01 04:27:05,52.6367,9.8451,198107,4880,177600.0,15627.0,"Niedersachsen, Germany",2475.279008813856,2.463315279116841,0.02463315279116841
Nordrhein-Westfalen,Germany,2021-04-01 04:27:05,51.4332,7.6616,612947,14230,551400.0,47317.0,"Nordrhein-Westfalen, Germany",3419.4003314817883,2.3215710330583232,0.02321571033058323
Rheinland-Pfalz,Germany,2021-04-01 04:27:05,50.1183,7.309,116799,3328,104800.0,8671.0,"Rheinland-Pfalz, Germany",2849.8744995292054,2.849339463522804,0.028493394635228042
Saarland,Germany,2021-04-01 04:27:05,49.3964,7.023,31968,940,29590.0,1438.0,"Saarland, Germany",3248.81020253234,2.9404404404404403,0.029404404404404404
Sachsen,Germany,2021-04-01 04:27:05,51.1045,13.2017,222287,8373,197600.0,16314.0,"Sachsen, Germany",5479.177537952856,3.766751991794392,0.03766751991794392
Sachsen-Anhalt,Germany,2021-04-01 04:27:05,51.9503,11.6923,73326,2742,64430.0,6154.0,"Sachsen-Anhalt, Germany",3362.5229515142955,3.739464855576467,0.037394648555764666
Schleswig-Holstein,Germany,2021-04-01 04:27:05,54.2194,9.6961,49996,1436,44490.0,4070.0,"Schleswig-Holstein, Germany",1717.5591531755915,2.8722297783822706,0.028722297783822705
Thuringen,Germany,2021-04-01 04:27:05,51.011,10.8453,95394,3337,82490.0,9567.0,"Thuringen, Germany",4499.214002962876,3.498123571713106,0.034981235717131055
Unknown,Germany,2021-04-01 04:27:05,,,10141,0,0.0,10141.0,"Unknown, Germany",,0.0,0.0
,Ghana,2021-04-01 04:27:05,7.9465,-1.0232,90583,743,88065.0,1775.0,Ghana,291.517266869941,0.8202422088029763,0.008202422088029763
,Greece,2021-04-01 04:27:05,39.0742,21.8243,263689,8093,93764.0,161832.0,Greece,2529.862642971505,3.069145849845841,0.03069145849845841
,Grenada,2021-04-01 04:27:05,12.1165,-61.679,155,1,152.0,2.0,Grenada,137.7545125712102,0.6451612903225806,0.0064516129032258064
,Guatemala,2021-04-01 04:27:05,15.7835,-90.2308,193834,6840,177235.0,9759.0,Guatemala,1081.9305914236486,3.528792678271098,0.03528792678271098
,Guinea,2021-04-01 04:27:05,9.9456,-9.6966,19908,125,16619.0,3164.0,Guinea,151.59000462354084,0.6278882861161342,0.006278882861161342
,Guinea-Bissau,2021-04-01 04:27:05,11.8037,-15.1804,3650,63,2972.0,615.0,Guinea-Bissau,185.46766815819936,1.726027397260274,0.01726027397260274
,Guyana,2021-04-01 04:27:05,4.860416000000002,-58.93018000000001,10249,231,9098.0,920.0,Guyana,1303.0173197433378,2.2538784271636256,0.022538784271636258
,Haiti,2021-04-01 04:27:05,18.9712,-72.2852,12758,252,11043.0,1463.0,Haiti,111.88742010218256,1.97523122746512,0.0197523122746512
,Vatican City,2021-04-01 04:27:05,41.9029,12.4534,27,0,15.0,12.0,"nan, Vatican City",3337.453646477132,0.0,0.0
,Honduras,2021-04-01 04:27:05,15.2,-86.2419,189043,4605,72732.0,111706.0,Honduras,1908.636868819039,2.435953724813931,0.02435953724813931
,Hungary,2021-04-01 04:27:05,47.1625,19.5033,652433,20737,406935.0,224761.0,Hungary,6753.720103308886,3.1784106567264376,0.03178410656726438
,Iceland,2021-04-01 04:27:05,64.9631,-19.0208,6205,29,6058.0,118.0,Iceland,1818.3150183150185,0.467365028203062,0.004673650282030621
Andaman and Nicobar Islands,India,2021-04-01 04:27:05,11.225999,92.968178,5083,62,4976.0,45.0,"Andaman and Nicobar Islands, India",1218.839620560335,1.21975211489278,0.012197521148927798
Andhra Pradesh,India,2021-04-01 04:27:05,15.9129,79.74,901989,7217,887434.0,7338.0,"Andhra Pradesh, India",1673.3436427647514,0.8001206223135758,0.008001206223135758
Arunachal Pradesh,India,2021-04-01 04:27:05,27.768456,96.384277,16845,56,16785.0,4.0,"Arunachal Pradesh, India",1072.6170327382204,0.3324428613831998,0.0033244286138319977
Assam,India,2021-04-01 04:27:05,26.357149,92.830441,218412,1105,215445.0,1862.0,"Assam, India",613.3955704657161,0.5059245828983755,0.005059245828983755
Bihar,India,2021-04-01 04:27:05,25.679658,85.60484,265527,1576,262371.0,1580.0,"Bihar, India",212.76214538781056,0.5935366271603264,0.005935366271603264
Chandigarh,India,2021-04-01 04:27:05,30.733839,76.76827800000002,26999,379,23702.0,2918.0,"Chandigarh, India",2330.567911379894,1.4037556946553575,0.014037556946553576
Chhattisgarh,India,2021-04-01 04:27:05,21.264705,82.035366,349187,4170,319488.0,25529.0,"Chhattisgarh, India",1186.2490140126974,1.194202533313096,0.011942025333130959
Dadra and Nagar Haveli and Daman and Diu,India,2021-04-01 04:27:05,20.194742,73.080901,3661,2,3482.0,177.0,"Dadra and Nagar Haveli and Daman and Diu, India",594.5845866004898,0.0546298825457525,0.0005462988254575252
Delhi,India,2021-04-01 04:27:05,28.646519,77.10898,662430,11027,642565.0,8838.0,"Delhi, India",3540.3386321636103,1.6646287154869193,0.016646287154869193
Goa,India,2021-04-01 04:27:05,15.359682,74.057396,58039,830,55653.0,1556.0,"Goa, India",3658.881008668243,1.430072882027602,0.014300728820276021
Gujarat,India,2021-04-01 04:27:05,22.694884,71.590923,307698,4519,290569.0,12610.0,"Gujarat, India",481.7385988586401,1.4686478300151449,0.014686478300151446
Haryana,India,2021-04-01 04:27:05,29.20004,76.332824,290800,3155,277919.0,9726.0,"Haryana, India",1031.0341272296114,1.0849381017881703,0.010849381017881706
Himachal Pradesh,India,2021-04-01 04:27:05,31.927213,77.233081,63605,1048,59584.0,2973.0,"Himachal Pradesh, India",853.5344080848582,1.6476692083955664,0.016476692083955663
Jammu and Kashmir,India,2021-04-01 04:27:05,33.75943,76.612638,130960,1994,126435.0,2531.0,"Jammu and Kashmir, India",962.4938998935788,1.5226023213194868,0.015226023213194868
Jharkhand,India,2021-04-01 04:27:05,23.654536,85.557631,124201,1113,120263.0,2825.0,"Jharkhand, India",321.8147052486053,0.8961280504987883,0.008961280504987883
Karnataka,India,2021-04-01 04:27:05,14.70518,76.166436,997004,12567,956170.0,28267.0,"Karnataka, India",1475.6725332086412,1.2604763872562197,0.012604763872562196
Kerala,India,2021-04-01 04:27:05,10.450898,76.405749,1124584,4621,1094404.0,25559.0,"Kerala, India",3150.1443874068286,0.4109075000177843,0.004109075000177843
Ladakh,India,2021-04-01 04:27:05,34.1526,77.5771,10157,130,9771.0,256.0,"Ladakh, India",3703.028557470405,1.2799054839027273,0.012799054839027272
Lakshadweep,India,2021-04-01 04:27:05,13.6999972,72.18333259999999,723,1,680.0,42.0,"Lakshadweep, India",1122.1654844867994,0.1383125864453665,0.0013831258644536654
Madhya Pradesh,India,2021-04-01 04:27:05,23.541513,78.289633,295511,3986,274429.0,17096.0,"Madhya Pradesh, India",346.1979652635198,1.3488499582079856,0.013488499582079854
Maharashtra,India,2021-04-01 04:27:05,19.449759,76.108221,2812980,54649,2400727.0,357604.0,"Maharashtra, India",2284.2971691818625,1.9427439939139275,0.019427439939139274
Manipur,India,2021-04-01 04:27:05,24.738975,93.882541,29400,374,28956.0,70.0,"Manipur, India",950.9808202694768,1.272108843537415,0.01272108843537415
Meghalaya,India,2021-04-01 04:27:05,25.536934,91.278882,14065,150,13866.0,49.0,"Meghalaya, India",417.7669000299996,1.066477070742979,0.01066477070742979
Mizoram,India,2021-04-01 04:27:05,23.309381,92.83822,4476,11,4434.0,31.0,"Mizoram, India",361.1879500727863,0.2457551385165326,0.0024575513851653264
Nagaland,India,2021-04-01 04:27:05,26.06702,94.470302,12340,92,12136.0,112.0,"Nagaland, India",548.5187992150047,0.7455429497568882,0.0074554294975688815
Odisha,India,2021-04-01 04:27:05,20.505428,84.418059,340917,1921,337091.0,1905.0,"Odisha, India",735.4270076663095,0.5634802605912876,0.005634802605912876
Puducherry,India,2021-04-01 04:27:05,11.882658,78.86498,41468,682,39712.0,1074.0,"Puducherry, India",2933.6234791750085,1.6446416513938458,0.01644641651393846
Punjab,India,2021-04-01 04:27:05,30.841465000000003,75.40879,239734,6868,209034.0,23832.0,"Punjab, India",795.3652277220417,2.8648418664019286,0.02864841866401929
Rajasthan,India,2021-04-01 04:27:05,26.583423,73.847973,333149,2818,321668.0,8663.0,"Rajasthan, India",411.1291432029363,0.8458677648739753,0.008458677648739752
Sikkim,India,2021-04-01 04:27:05,27.571671,88.472712,6235,135,6053.0,47.0,"Sikkim, India",903.2945986315124,2.165196471531676,0.02165196471531676
Tamil Nadu,India,2021-04-01 04:27:05,11.006091,78.400624,886673,12719,858075.0,15879.0,"Tamil Nadu, India",1139.0783246115457,1.4344634380431118,0.014344634380431117
Telangana,India,2021-04-01 04:27:05,18.1124,79.0193,308776,1701,301564.0,5511.0,"Telangana, India",784.4374216708333,0.5508847837914864,0.005508847837914864
Tripura,India,2021-04-01 04:27:05,23.746783,91.743565,33517,392,33065.0,60.0,"Tripura, India",803.8046963471097,1.1695557478294596,0.011695557478294597
Unknown,India,2021-04-01 04:27:05,,,0,0,0.0,0.0,"Unknown, India",,,
Uttar Pradesh,India,2021-04-01 04:27:05,26.925425,80.560982,617194,8811,598535.0,9848.0,"Uttar Pradesh, India",259.4530561225074,1.4275900284189411,0.014275900284189413
Uttarakhand,India,2021-04-01 04:27:05,30.156447,79.197608,100411,1717,96831.0,1863.0,"Uttarakhand, India",892.4741561932432,1.709972015018275,0.01709972015018275
West Bengal,India,2021-04-01 04:27:05,23.814082,87.979803,586915,10329,570811.0,5775.0,"West Bengal, India",589.2170533509305,1.7598800507739625,0.017598800507739622
,Indonesia,2021-04-01 04:27:05,-0.7893,113.9213,1511712,40858,1348330.0,122524.0,Indonesia,552.6806037713284,2.7027634893418853,0.02702763489341885
,Iran,2021-04-01 04:27:05,32.427908,53.68804599999999,1885564,62665,1617333.0,205566.0,Iran,2244.9073793131192,3.3234088050047625,0.03323408805004763
,Iraq,2021-04-01 04:27:05,33.223191,43.679291,850924,14323,759560.0,77041.0,Iraq,2115.542138190654,1.68322905453366,0.0168322905453366
,Ireland,2021-04-01 04:27:05,53.1424,-7.6921,235854,4687,23364.0,207803.0,Ireland,4776.503525054498,1.98724634731656,0.019872463473165604
,Israel,2021-04-01 04:27:05,31.046051,34.851612,833105,6209,819665.0,7231.0,Israel,9625.106044786802,0.7452842078729572,0.007452842078729572
Abruzzo,Italy,2021-04-01 04:27:05,42.35122196,13.39843823,65237,2136,52969.0,10132.0,"Abruzzo, Italy",4973.924579514784,3.2742155525238745,0.03274215552523874
Basilicata,Italy,2021-04-01 04:27:05,40.63947052,15.80514834,19458,443,14241.0,4774.0,"Basilicata, Italy",3456.932252442398,2.27669853016754,0.022766985301675403
Calabria,Italy,2021-04-01 04:27:05,38.90597598,16.59440194,46958,819,35814.0,10325.0,"Calabria, Italy",2411.6507826129828,1.74411175944461,0.017441117594446102
Campania,Italy,2021-04-01 04:27:05,40.83956555,14.25084984,337289,5363,238809.0,93117.0,"Campania, Italy",5813.631609537356,1.5900311009253192,0.015900311009253192
Emilia-Romagna,Italy,2021-04-01 04:27:05,44.49436681,11.3417208,335820,11917,251468.0,72435.0,"Emilia-Romagna, Italy",7530.479471023172,3.548627240783753,0.035486272407837534
Friuli Venezia Giulia,Italy,2021-04-01 04:27:05,45.6494354,13.76813649,97490,3307,78986.0,15197.0,"Friuli Venezia Giulia, Italy",8022.415694277579,3.3921427838752694,0.03392142783875269
Lazio,Italy,2021-04-01 04:27:05,41.89277044,12.48366722,285447,6644,227752.0,51051.0,"Lazio, Italy",4855.298837471564,2.327577448703262,0.023275774487032618
Liguria,Italy,2021-04-01 04:27:05,44.41149315,8.9326992,89324,3879,78350.0,7095.0,"Liguria, Italy",5760.460197079916,4.342617885450719,0.04342617885450719
Lombardia,Italy,2021-04-01 04:27:05,45.46679409,9.190347404,735484,30735,608894.0,95855.0,"Lombardia, Italy",7310.55703183536,4.178880845810378,0.04178880845810378
Marche,Italy,2021-04-01 04:27:05,43.61675973,13.5188753,88370,2621,76382.0,9367.0,"Marche, Italy",5793.7245250188325,2.965938666968428,0.029659386669684283
Molise,Italy,2021-04-01 04:27:05,41.55774754,14.65916051,12270,438,10966.0,866.0,"Molise, Italy",4014.8290180192857,3.569682151589242,0.03569682151589242
P.A. Bolzano,Italy,2021-04-01 04:27:05,46.49933453,11.35662422,68954,1126,67142.0,686.0,"P.A. Bolzano, Italy",12953.535292813694,1.632972706441976,0.016329727064419756
P.A. Trento,Italy,2021-04-01 04:27:05,46.06893511,11.12123097,41231,1282,37086.0,2863.0,"P.A. Trento, Italy",7615.372965065809,3.1093109553491307,0.031093109553491306
Piemonte,Italy,2021-04-01 04:27:05,45.0732745,7.680687483,309280,10308,263913.0,35059.0,"Piemonte, Italy",7099.430126576816,3.332902224521469,0.033329022245214696
Puglia,Italy,2021-04-01 04:27:05,41.12559576,16.86736689,193012,4812,141343.0,46857.0,"Puglia, Italy",4790.505361929962,2.493109236731395,0.02493109236731395
Sardegna,Italy,2021-04-01 04:27:05,39.21531192,9.110616306,45503,1234,29872.0,14397.0,"Sardegna, Italy",2775.2652948204764,2.711909104894183,0.027119091048941828
Sicilia,Italy,2021-04-01 04:27:05,38.11569725,13.362356699999998,175354,4628,150806.0,19920.0,"Sicilia, Italy",3507.156456010741,2.639232637978033,0.02639232637978033
Toscana,Italy,2021-04-01 04:27:05,43.76923077,11.25588885,195374,5348,161919.0,28107.0,"Toscana, Italy",5238.413026883821,2.737314074544208,0.027373140745442077
Umbria,Italy,2021-04-01 04:27:05,43.10675841,12.38824698,50908,1256,44846.0,4806.0,"Umbria, Italy",5771.783926577213,2.467195725622692,0.02467195725622692
Valle d'Aosta,Italy,2021-04-01 04:27:05,45.73750286,7.320149366,9298,425,7971.0,902.0,"Valle d'Aosta, Italy",7398.978243916414,4.570875457087546,0.045708754570875455
Veneto,Italy,2021-04-01 04:27:05,45.43490485,12.33845213,382838,10625,333516.0,38697.0,"Veneto, Italy",7803.697378682692,2.7753253334308505,0.027753253334308507
,Jamaica,2021-04-01 04:27:05,18.1096,-77.2975,39237,596,17598.0,21043.0,Jamaica,1325.0545985172707,1.5189744373932768,0.015189744373932768
Aichi,Japan,2021-04-01 04:27:05,35.035551,137.211621,27394,583,25985.0,826.0,"Aichi, Japan",362.726868151286,2.1282032561874864,0.021282032561874862
Akita,Japan,2021-04-01 04:27:05,39.748679,140.408228,283,6,271.0,6.0,"Akita, Japan",29.281213463150163,2.120141342756184,0.02120141342756184
Aomori,Japan,2021-04-01 04:27:05,40.781541,140.828896,1031,20,870.0,141.0,"Aomori, Japan",82.72015314862108,1.939864209505335,0.019398642095053348
Chiba,Japan,2021-04-01 04:27:05,35.510141,140.198917,29698,568,27828.0,1302.0,"Chiba, Japan",474.4557849321227,1.9125867061755,0.019125867061755
Ehime,Japan,2021-04-01 04:27:05,33.624835,132.856842,1367,24,1053.0,290.0,"Ehime, Japan",102.07472287870132,1.7556693489392832,0.01755669348939283
Fukui,Japan,2021-04-01 04:27:05,35.846614,136.22465400000002,589,25,526.0,38.0,"Fukui, Japan",76.69900004818103,4.244482173174872,0.042444821731748725
Fukuoka,Japan,2021-04-01 04:27:05,33.526032,130.666949,19014,332,18255.0,427.0,"Fukuoka, Japan",372.5547786214611,1.7460818344377826,0.017460818344377828
Fukushima,Japan,2021-04-01 04:27:05,37.378867,140.223295,2499,113,2110.0,276.0,"Fukushima, Japan",135.4090637918114,4.521808723489396,0.045218087234893956
Gifu,Japan,2021-04-01 04:27:05,35.778671,137.055925,4841,125,4690.0,26.0,"Gifu, Japan",243.68426854701053,2.58211113406321,0.0258211113406321
Gunma,Japan,2021-04-01 04:27:05,36.504479,138.985605,5007,99,4710.0,198.0,"Gunma, Japan",257.76645648601567,1.977231875374476,0.019772318753744758
Hiroshima,Japan,2021-04-01 04:27:05,34.605309000000005,132.788719,5172,106,4961.0,105.0,"Hiroshima, Japan",184.4391420370397,2.0494972931167825,0.020494972931167827
Hokkaido,Japan,2021-04-01 04:27:05,43.385711,142.552318,20994,749,19413.0,832.0,"Hokkaido, Japan",399.88198205388176,3.5676860055253883,0.03567686005525388
Hyogo,Japan,2021-04-01 04:27:05,35.039913,134.828057,20058,591,18014.0,1453.0,"Hyogo, Japan",366.94663010250287,2.946455279688902,0.02946455279688902
Ibaraki,Japan,2021-04-01 04:27:05,36.303588,140.319591,6740,127,6264.0,349.0,"Ibaraki, Japan",235.63904154344272,1.8842729970326408,0.01884272997032641
Ishikawa,Japan,2021-04-01 04:27:05,36.769464,136.771027,1911,64,1824.0,23.0,"Ishikawa, Japan",167.97799672834063,3.349031920460492,0.03349031920460492
Iwate,Japan,2021-04-01 04:27:05,39.593287,141.361777,621,30,550.0,41.0,"Iwate, Japan",50.61883770671397,4.830917874396135,0.04830917874396135
Kagawa,Japan,2021-04-01 04:27:05,34.217292,133.969047,836,19,752.0,65.0,"Kagawa, Japan",87.41596930821134,2.272727272727273,0.022727272727272728
Kagoshima,Japan,2021-04-01 04:27:05,31.009484000000004,130.430665,1830,28,1771.0,31.0,"Kagoshima, Japan",114.21274651697932,1.530054644808743,0.015300546448087432
Kanagawa,Japan,2021-04-01 04:27:05,35.415312,139.338983,48069,785,46334.0,950.0,"Kanagawa, Japan",522.5875132144442,1.63306912979259,0.016330691297925897
Kochi,Japan,2021-04-01 04:27:05,33.422519,133.367307,917,19,886.0,12.0,"Kochi, Japan",131.3699001044369,2.0719738276990185,0.020719738276990186
Kumamoto,Japan,2021-04-01 04:27:05,32.608154,130.74523100000002,3506,74,3407.0,25.0,"Kumamoto, Japan",200.6217787358081,2.110667427267541,0.021106674272675412
Kyoto,Japan,2021-04-01 04:27:05,35.253815,135.443341,9517,169,9079.0,269.0,"Kyoto, Japan",368.4536753805813,1.7757696753178522,0.017757696753178523
Mie,Japan,2021-04-01 04:27:05,34.508018,136.376013,2753,70,2627.0,56.0,"Mie, Japan",154.58632295682702,2.542680711950599,0.025426807119505995
Miyagi,Japan,2021-04-01 04:27:05,38.446859,140.927086,6035,31,4372.0,1632.0,"Miyagi, Japan",261.66716889997895,0.5136702568351285,0.005136702568351284
Miyazaki,Japan,2021-04-01 04:27:05,32.193203999999994,131.299374,1962,22,1924.0,16.0,"Miyazaki, Japan",182.80053778017532,1.1213047910295617,0.011213047910295617
Nagano,Japan,2021-04-01 04:27:05,36.132134,138.045528,2796,41,2513.0,242.0,"Nagano, Japan",136.4707949570234,1.4663805436337625,0.014663805436337626
